niveau,wort,artikel,turkce,formen,typ,beispiele,eintrag,quelle
B1,husten,,öksürmek,"hustet, hustete, hat gehustet",Verb,Der Junge hat die ganze Nacht gehustet.,"husten, hustet, hustete, hat gehustet",B1.pdf
B1,Husten,der,öksürük,,Nomen,Haben Sie ein Medikament gegen Husten?,der Husten,B1.pdf
B1,Hut,der,şapka,¨-e,Nomen,Sie sollten im Sommer nicht ohne Hut in die Sonne gehen.,"der Hut, ¨-e",B1.pdf
B1,Hütte,die,kulübe,-n,Nomen,Wir übernachten in der Hütte auf dem Berg.,"die Hütte, -n",B1.pdf
B1,ideal,,"ideal, mükemmel",,Sonstiges,Eine Wohnung mit Garten wäre für uns ideal.,ideal,B1.pdf
B1,Idee,die,fikir,-n,Nomen,Du willst ein Picknick machen? Ich finde die Idee toll.,"die Idee, -n",B1.pdf
B1,illegal,,"yasa dışı, illegal",,Sonstiges,"Ohne Steuerkarte zu arbeiten ist illegal. Wenn es herauskommt, musst du Strafe zahlen.",illegal,B1.pdf
B1,Imbiss,der,"atıştırmalık, hafif yemek","-e (D) A: Jause, CH: Znüni/Zvieri",Nomen,Es ist Zeit für einen kleinen Imbiss.,"der Imbiss, -e (D) A: Jause, CH: Znüni/Zvieri",B1.pdf
B1,immer,,her zaman,,Sonstiges,1. Frau Bast kommt immer zu spät. 2. Mein Kollege liegt immer noch im Krankenhaus. 3. Die Schmerzen werden immer schlimmer.,immer,B1.pdf
B1,Import,der,ithalat,-e,Nomen,"1. Im dritten Stock ist die Firma Schmidt & Co, Import und Export. 2. Der Import von Zigaretten ist nur bis zu einer bestimmten Menge erlaubt.","der Import, -e",B1.pdf
B1,in,,"içinde, -de/-da",,Sonstiges,1. Ich wohne in Frankfurt. 2. Meine Wohnung ist im dritten Stock. 3. Wollen wir heute ins Einkaufszentrum gehen? 4. Rufen Sie bitte in fünf Minuten noch einmal an. 5. Im Mai war ich in Urlaub. (D) (A: auf) 6. Wir sind in einer schwierigen Lage. 7. Meine Tochter kommt nächstes Jahr ins Gymnasium. (A) (D: aufs),in,B1.pdf
B1,indem,,"-erek/-arak, bu şekilde",,Sonstiges,"Du kannst die Datei öffnen, indem du hier klickst.",indem,B1.pdf
B1,individuell,,bireysel,,Sonstiges,"Die Lehrerin versucht, jedes Kind individuell zu fördern.",individuell,B1.pdf
B1,Industrie,die,"sanayi, endüstri",-n,Nomen,In dieser Gegend gibt es viel Industrie.,"die Industrie, -n",B1.pdf
B1,Infektion,die,enfeksiyon,-en,Nomen,Sie haben eine Infektion. Sie müssen Tabletten nehmen.,"die Infektion, -en",B1.pdf
B1,informieren,,bilgilendirmek,"informiert, informierte, hat informiert",Verb,1. Wir informieren Sie rechtzeitig über die neuen Prüfungstermine. 2. Du musst dich vor der Reise genau über die Bedingungen informieren.,"informieren, informiert, informierte, hat informiert",B1.pdf
B1,Information,die,bilgi,-en,Nomen,"1. Bitte lesen Sie diese Informationen genau. 2. Wenn Sie Fragen haben, gehen Sie zur Information.","die Information, -en",B1.pdf
B1,Ingenieur,der,mühendis,-e,Nomen,Hans will Bauingenieur werden.,"der Ingenieur, -e",B1.pdf
B1,Inhalt,der,"içerik, içindekiler",-e,Nomen,Geben Sie den Inhalt der Packung in einen Liter kochendes Wasser.,"der Inhalt, -e",B1.pdf
B1,inklusive,,dahil,,Sonstiges,Der Zimmerpreis ist inklusive Frühstück.,inklusive,B1.pdf
B1,innen,,"içeride, içte",,Sonstiges,Der Lichtschalter ist innen links.,innen,B1.pdf
B1,inner-,,"iç, dahili",,Sonstiges,"Wir müssen Sie untersuchen. Es kann sein, dass Sie innere Verletzungen haben.",inner-,B1.pdf
B1,innerhalb,,"içinde, içerisinde",,Sonstiges,1. Diese Fahrkarte gilt nur innerhalb der Stadt. 2. Nach dem Umzug müssen Sie sich innerhalb einer Woche ummelden.,innerhalb,B1.pdf
B1,Insel,die,ada,-n,Nomen,Ich würde dieses Mal gern auf einer Insel Ferien machen.,"die Insel, -n",B1.pdf
B1,Inserat,das,ilan,-e,Nomen,Was kostet ein Inserat in der Zeitung?,"das Inserat, -e",B1.pdf
B1,insgesamt,,"toplam, toplamda",,Sonstiges,Insgesamt haben sich 20 Teilnehmer für die Prüfung angemeldet.,insgesamt,B1.pdf
B1,installieren,,kurmak,"installiert, installierte, hat installiert",Verb,"Können Sie mir helfen, meinen Computer zu installieren?","installieren, installiert, installierte, hat installiert",B1.pdf
B1,Institut,das,enstitü,-e,Nomen,Ich besuche einen Sprachkurs in einem kleinen Sprachinstitut.,"das Institut, -e",B1.pdf
B1,Instrument,das,"enstrüman, çalgı",-e,Nomen,Ich spiele Klavier. Spielen Sie auch ein Musikinstrument?,"das Instrument, -e",B1.pdf
B1,integrieren,,"entegre etmek, uyum sağlamak","integriert, integrierte, hat integriert",Verb,1. Sie ist schon sehr gut im Team integriert. 2. Die Leute aus dem Ausland sollen besser integriert werden.,"integrieren, integriert, integrierte, hat integriert",B1.pdf
B1,Integration,die,"entegrasyon, uyum",-en,Nomen,Gute Deutschkenntnisse sollen bei der Integration helfen.,"die Integration, -en",B1.pdf
B1,intelligent,,"zeki, akıllı",,Sonstiges,Maria ist sehr intelligent. Sie kann sehr gut rechnen.,intelligent,B1.pdf
B1,Intelligenz,die,zekâ,,Nomen,Meine Kinder haben in der Schule einen Intelligenztest gemacht.,die Intelligenz,B1.pdf
B1,intensiv,,yoğun,,Sonstiges,Ich möchte intensiv Deutsch lernen.,intensiv,B1.pdf
B1,Intensivkurs,der,yoğun kurs,-e,Nomen,Der Intensivkurs findet täglich von 9 bis 12 Uhr statt.,"der Intensivkurs, -e",B1.pdf
B1,interessieren,,"ilgilendirmek, ilgilenmek","interessiert, interessierte, hat interessiert",Verb,1. Das Thema Kindererziehung interessiert mich sehr. 2. Ich interessiere mich sehr für Fußball.,"interessieren, interessiert, interessierte, hat interessiert",B1.pdf
B1,interessant,,ilginç,,Sonstiges,1. Ich habe einen interessanten Bericht gelesen. 2. Den Artikel über Brasilien finde ich sehr interessant.,interessant,B1.pdf
B1,Interesse,das,ilgi,-n,Nomen,"Ich habe viele Interessen: Sport, Lesen, Handarbeit, Tanzen","das Interesse, -n",B1.pdf
B1,interessiert,,"ilgili, ilgilenen",,Sonstiges,Mein Nachbar zieht nächsten Monat aus. Sind Sie noch an der Wohnung interessiert?,interessiert,B1.pdf
B1,interkulturell,,kültürlerarası,,Sonstiges,Wir haben in der Sprachschule ein interkulturelles Fest gefeiert.,interkulturell,B1.pdf
B1,international,,uluslararası,,Sonstiges,"1. Die Teilnehmenden in unserem Kurs sind ganz international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China … 2. Der Professor war international bekannt.",international,B1.pdf
B1,Interview,das,röportaj,-s,Nomen,Ich habe im Fernsehen ein interessantes Interview mit zwei Schauspielern gesehen.,"das Interview, -s",B1.pdf
B1,inzwischen,,"bu arada, bu esnada",,Sonstiges,Herr Müller kommt gleich zurück. Sie können inzwischen in seinem Büro warten.,inzwischen,B1.pdf
B1,irgendirgendein,,herhangi bir,,Sonstiges,"Was für einen Saft möchten Sie? – Ganz egal, irgendeinen.",irgendirgendein,B1.pdf
B1,irgendwann,,"bir ara, bir gün",,Sonstiges,Ich habe Sie irgendwann schon mal gesehen.,irgendwann,B1.pdf
B1,sich irren,,"yanılmak, hata yapmak","irrt sich, irrte sich, hat sich geirrt",Verb,"1. Du irrst dich. Das Auto war nicht grün, sondern rot. 2. Ich habe mich in der Hausnummer geirrt.","sich irren, irrt sich, irrte sich, hat sich geirrt",B1.pdf
B1,ja,,evet,,Sonstiges,"1. Sind Sie verheiratet? – Ja. 2. Hallo? – Ja, bitte? Wer spricht denn da? 3. Denk bitte daran, die Tür abzuschließen. – Ja, ja, mach´ ich. 4. Heute Morgen um fünf hat es geschneit. – Ja, wirklich? 5. Ich würde ja gern kommen, aber es geht wirklich nicht. 6. Du weißt ja, dass ich kein Bier trinke. Gib mir bitte einen Tee. 7. Du bist hier in Berlin? – Das ist ja eine Überraschung. 8. Steige bitte ja nicht auf den Stuhl!",ja,B1.pdf
B1,Jacke,die,ceket,-n,Nomen,Zieh dir eine Jacke an. Es ist kalt.,"die Jacke, -n",B1.pdf
B1,Jause,die,"atıştırmalık, ara öğün","-n (A) → D: Imbiss, CH: Znüni/Zvieri",Nomen,Es ist Zeit für eine kleine Jause.,"die Jause, -n (A) → D: Imbiss; CH: Znüni/Zvieri",B1.pdf
B1,je,,"göre, her",,Sonstiges,"1. Die Pullover kosten je nach Qualität zwischen 40 und 60 Euro. 2. Fahren Sie im Juni oder im Juli? – Je nachdem, wann mein Mann Urlaub bekommt.",je,B1.pdf
B1,je … desto …,,ne kadar … o kadar …,,Sonstiges,"Je länger ich Deutsch lerne, desto besser kann ich es verstehen.",je … desto …,B1.pdf
B1,Jeans,die,"kot pantolon, kot",(Pl.),Nomen,Nicht nur junge Leute tragen Jeans.,die Jeans (Pl.),B1.pdf
B1,jeder,,her,"jedes, jede",Sonstiges,1. Das Restaurant hat jeden Tag geöffnet. 2. Jedes Kind bekommt ein Spiel. 3. Die Prospekte bekommen Sie in jedem Reisebüro. 4. Im Supermarkt gibt es keine Schmerztabletten. Das weiß doch jeder.,"jeder, jedes, jede",B1.pdf
B1,jederzeit,,"her zaman, her an",,Sonstiges,Sie können mich jederzeit anrufen.,jederzeit,B1.pdf
B1,jedes Mal,,"her seferinde, her defasında",,Sonstiges,Inge erzählt die Geschichte jedes Mal anders.,jedes Mal,B1.pdf
B1,jedoch,,"ama, fakat, ancak",,Sonstiges,"Sie ruft immer wieder an, jedoch ohne Erfolg.",jedoch,B1.pdf
B1,jemals,,"hiç, şimdiye kadar",,Sonstiges,"Hast du jemals von dem Problem gehört? – Nein, nie.",jemals,B1.pdf
B1,jemand,,"biri, birisi",,Sonstiges,"1. Hat jemand einen Bleistift für mich? 2. Kennst du jemand, der mir ein Fahrrad leihen kann?",jemand,B1.pdf
B1,jetzt,,şimdi,,Sonstiges,1. Ich muss jetzt gehen. 2. Bis jetzt hat alles gut geklappt. 3. Ab jetzt werde ich wieder öfter ins Fitness-Studio gehen. 4. Ich habe jetzt schon dreimal bei meinem Bruder angerufen. Aber er ist nie da. 5. Über viele Dinge denke ich jetzt anders als früher.,jetzt,B1.pdf
B1,jeweils,,"her defasında, her seferinde",,Sonstiges,Der Kurs findet jeweils montags und donnerstags um 18 Uhr statt.,jeweils,B1.pdf
B1,Journalist,der,gazeteci,-en,Nomen,Meine Tochter möchte Journalistin werden.,"der Journalist, -en",B1.pdf
B1,Journalistin,die,kadın gazeteci,-nen,Nomen,Meine Tochter möchte Journalistin werden.,"die Journalistin, -nen",B1.pdf
B1,Jugend,die,gençlik,,Nomen,In meiner Jugend habe ich mich sehr für Musik interessiert.,die Jugend,B1.pdf
B1,Jugendliche,der,genç,-n,Nomen,1. Die Jugendlichen gehen gerne in die Disko. 2. Der Eintritt ist für Kinder und Jugendliche bis 16 Jahre frei.,"der Jugendliche, -n",B1.pdf
B1,Jugendliche,die,genç,-nen,Nomen,1. Die Jugendlichen gehen gerne in die Disko. 2. Der Eintritt ist für Kinder und Jugendliche bis 16 Jahre frei.,"die Jugendliche, -nen",B1.pdf
B1,Jugendherberge,die,gençlik yurdu,-n,Nomen,Wo habt ihr übernachtet? – In einer Jugendherberge.,"die Jugendherberge, -n",B1.pdf
B1,jung,,genç,,Sonstiges,1. Für diesen Film bist du noch zu jung. 2. Meine Mutter ist jung geblieben. 3. Claudia ist 21. – Was? Noch so jung? 4. Ich habe sehr jung geheiratet. 5. Bei uns im Haus wohnen viele junge Leute. 6. Mein Bruder ist zehn Jahre jünger als ich. 7. Ich bin in unserer Familie die Jüngste.,jung,B1.pdf
B1,Junge,der,"erkek çocuk, oğlan","-n (D) → A, CH: Bub",Nomen,In der Schulklasse sind 15 Jungen und 10 Mädchen.,"der Junge, -n (D) → A, CH: Bub",B1.pdf
B1,Kabel,das,kablo,-,Nomen,1. Wo ist das Kabel für das Aufnahmegerät? 2. Mit Kabel bekommen Sie über 30 Fernsehkanäle.,"das Kabel, -",B1.pdf
B1,Kabine,die,kabin,-n,Nomen,"Um zu wählen, gehen Sie bitte in diese Kabine.","die Kabine, -n",B1.pdf
B1,Kaffee,der,kahve,,Nomen,"1. Bring bitte noch eine Packung Kaffee mit. 2. Zum Frühstück trinke ich gerne Kaffee. 3. Wir sind bei Müllers zum Kaffee eingeladen. 4. Einen Kaffee, bitte.",der Kaffee,B1.pdf
B1,Kaffeehaus,das,"kahvehane, kafe",¨-er (A),Nomen,Hier in der Nähe ist ein Kaffeehaus. Lass uns einen Kaffee trinken.,"das Kaffeehaus, ¨-er (A)",B1.pdf
B1,Kakao,der,kakao,-s,Nomen,Zum Frühstück trinke ich immer einen Kakao.,"der Kakao, -s",B1.pdf
B1,Kalender,der,takvim,-,Nomen,1. Ich habe den Termin in meinem Kalender notiert. 2. Haben Sie am Montag Zeit? – Moment. Ich muss erst in meinem Terminkalender nachschauen.,"der Kalender, -",B1.pdf
B1,kalt,,soğuk,,Sonstiges,1. Es ist kalt heute. 2. Du hast ja ganz kalte Hände. 3. Das Mittagessen ist kalt geworden. 4. Abends essen wir immer kalt. 5. Wir hatten einen kalten Winter. 6. Mir ist kalt. Mach bitte die Heizung an.,kalt,B1.pdf
B1,Kälte,die,soğuk,,Nomen,Bei dieser Kälte fahre ich nicht mit dem Fahrrad.,die Kälte,B1.pdf
B1,Kamera,die,"kamera, fotoğraf makinesi",-s,Nomen,Ich habe eine ganz neue Kamera.,"die Kamera, -s",B1.pdf
B1,kämpfen,,"mücadele etmek, savaşmak","kämpft, kämpfte, hat gekämpft",Verb,Die Frauen kämpfen für mehr Rechte.,"kämpfen, kämpft, kämpfte, hat gekämpft",B1.pdf
B1,Kampf,der,"mücadele, kavga, savaş",¨-e,Nomen,Im Schulbus gibt es immer einen Kampf um die Sitzplätze.,"der Kampf, ¨-e",B1.pdf
B1,Kanal,der,kanal,¨-e,Nomen,Mit Kabel bekommen Sie über 30 Fernsehkanäle.,"der Kanal, ¨-e",B1.pdf
B1,Kandidat,der,aday,-en,Nomen,Wie viele Kandidaten kommen zur Prüfung?,"der Kandidat, -en",B1.pdf
B1,Kanne,die,"sürahi, demlik",-n,Nomen,"1. Das ist aber eine schöne Teekanne. – Ja, die ist aus China. 2. Bitte einen Kaffee! – Eine Tasse oder ein Kännchen?","die Kanne, -n",B1.pdf
B1,Kantine,die,"kantin, yemekhane",-n,Nomen,In unserer Kantine kann man günstig essen.,"die Kantine, -n",B1.pdf
B1,Kapitel,das,bölüm,-,Nomen,"Die Lehrerin hat gesagt, wir sollen zwei Kapitel im Buch wiederholen.","das Kapitel, -",B1.pdf
B1,kaputt,,"bozuk, kırık",,Sonstiges,1. Unsere Waschmaschine ist kaputt. 2. Ich bin noch ganz kaputt von der Reise.,kaputt,B1.pdf
B1,kaputtgehen,,"bozulmak, kırılmak",,Sonstiges,1. Pass bitte mit diesem Glas auf. Es geht leicht kaputt. 2. Der Fernseher ist gestern kaputtgegangen.,kaputtgehen,B1.pdf
B1,kaputtmachen,,"bozmak, kırmak",,Sonstiges,Wer hat die Lampe kaputtgemacht?,kaputtmachen,B1.pdf
B1,Karneval,der,karnaval,"-s/-e (D) D, A: Fasching, CH: Fasnacht",Nomen,Dort hängt mein Kostüm für den Karnevals(um)zug.,"der Karneval, -s/-e (D) D, A: Fasching; CH: Fasnacht",B1.pdf
B1,Karotte,die,havuç,"-n → D: Möhre, CH: Rüebli",Nomen,Hasen fressen gern Karotten.,"die Karotte, -n → D: Möhre; CH: Rüebli",B1.pdf
B1,Karriere,die,kariyer,-n,Nomen,Mein Bruder hat große Pläne. Er will Karriere machen.,"die Karriere, -n",B1.pdf
B1,Karte,die,"kart, harita",-n,Nomen,"1. Schreibst du mir eine Karte aus dem Urlaub? 2. Diese Karte gilt nur für die 2. Klasse. 3. Hast du schon die Karten für das Konzert abgeholt? 4. Haben Sie eine Karte von Norddeutschland? 5. Herr Ober, bitte die Speisekarte. 6. Spielen Sie Karten?","die Karte, -n",B1.pdf
B1,Chipkarte,die,"çip kart, akıllı kart",-n,Nomen,Ich habe eine Chipkarte für diesen Automaten.,"die Chipkarte, -n",B1.pdf
B1,Fahrkarte,die,bilet,-n → CH: Billett,Nomen,Fahrkarten können Sie am Schalter kaufen.,"die Fahrkarte, -n → CH: Billett",B1.pdf
B1,Kartoffel,die,patates,-n → A: Erdapfel,Nomen,Kann ich bitte noch Kartoffeln bekommen?,"die Kartoffel, -n → A: Erdapfel",B1.pdf
B1,Käse,der,peynir,,Nomen,Möchtest du Käse aufs Brot?,der Käse,B1.pdf
B1,Kasse,die,kasa,-n,Nomen,Zahlen Sie bitte an der Kasse.,"die Kasse, -n",B1.pdf
B1,Kassette,die,kaset,-n,Nomen,Meine Eltern besitzen noch viele Musikkassetten.,"die Kassette, -n",B1.pdf
B1,Kasten,der,"kutu, sandık, dolap","¨- (D) Kiste (A, D)",Nomen,Ich habe zwei Kästen Bier gekauft. Die Handtücher liegen im Kasten.,"der Kasten, ¨- (D) Kiste (A, D)",B1.pdf
B1,Kasten,der,"kutu, sandık, dolap","¨- (A, CH) → D, CH: Schrank",Nomen,Ich habe zwei Kästen Bier gekauft. Die Handtücher liegen im Kasten.,"der Kasten, ¨- (A, CH) → D, CH: Schrank",B1.pdf
B1,Katalog,der,katalog,-e,Nomen,Ich habe mir ein Kleid aus dem Katalog bestellt.,"der Katalog, -e",B1.pdf
B1,Katastrophe,die,"felaket, afet",-n,Nomen,Der Urlaub war eine Katastrophe. Es hat nur geregnet.,"die Katastrophe, -n",B1.pdf
B1,sich etwas) kaufen,,satın almak,"kauft, kaufte, hat gekauft",Verb,1. Im Supermarkt kauft man sehr günstig ein. 2. Ich habe mir einen Pullover gekauft.,"(sich etwas) kaufen, kauft, kaufte, hat gekauft",B1.pdf
B1,Kauf,der,"satın alma, alışveriş",,Nomen,Der neue Esstisch war ein guter Kauf.,der Kauf,B1.pdf
B1,Käufer,der,"alıcı, müşteri","die Käuferin, -nen",Nomen,- Ich habe schon einen Käufer für den alten Tisch.,"der Käufer, die Käuferin, -nen",B1.pdf
B1,kaum,,"hemen hemen hiç, neredeyse hiç, zar zor",,Sonstiges,1. Ich kann Sie kaum verstehen. Bitte sprechen Sie lauter. 2. Es hat letzte Woche kaum geregnet. 3. Die Fahrt hat nicht lange gedauert. Kaum 20 Minuten.,kaum,B1.pdf
B1,kein-,,"hiç, hiçbir",,Sonstiges,1. Ich habe leider heute keine Zeit. 2. Jetzt habe ich noch keinen Hunger. 3. Ich habe keine Kinder. 4. Was für ein Auto haben Sie? – Ich habe keins.,kein-,B1.pdf
B1,Keller,der,bodrum,-,Nomen,Unser Keller ist nicht besonders groß.,"der Keller, -",B1.pdf
B1,Kellner,der,garson,-,Nomen,Ich bin Kellnerin von Beruf.,"der Kellner, -",B1.pdf
B1,Kellnerin,die,kadın garson,"-nen → D, A: Ober, CH: Serviceangestellter",Nomen,Ich bin Kellnerin von Beruf.,"die Kellnerin, -nen → D, A: Ober; CH: Serviceangestellter",B1.pdf
B1,kennen,,"tanımak, bilmek","kennt, kannte, hat gekannt",Verb,"1. Kennen Sie hier in der Nähe ein gemütliches Café? 2. Kennen Sie diese Frau? – Nein, leider nicht. 3. Kennen Sie Berlin? – Ja, eine tolle Stadt.","kennen, kennt, kannte, hat gekannt",B1.pdf
B1,kennenlernen,,tanışmak,"lernt kennen, lernte kennen, hat kennengelernt",Verb,1. Wo habt ihr euch kennengelernt? 2. Ich möchte gern reisen und andere Länder kennenlernen.,"kennenlernen, lernt kennen, lernte kennen, hat kennengelernt",B1.pdf
B1,Kenntnisse,die,"bilgi birikimi, bilgi",(Pl.),Nomen,1. In vielen Berufen braucht man heute Sprachkenntnisse. 2. Ich möchte meine Deutschkenntnisse verbessern.,die Kenntnisse (Pl.),B1.pdf
B1,Kennzeichen,das,"plaka, işaret",-,Nomen,Das Auto hat ein Schweizer Kennzeichen.,"das Kennzeichen, -",B1.pdf
B1,Kerze,die,mum,-n,Nomen,Für den Geburtstagstisch brauchen wir viele Blumen und Kerzen.,"die Kerze, -n",B1.pdf
B1,Kette,die,"kolye, zincir",-n,Nomen,Ich habe zum Geburtstag eine goldene Kette bekommen.,"die Kette, -n",B1.pdf
B1,Kind,das,çocuk,-er,Nomen,1. Mein Bruder hat zwei Kinder. 2. Wir haben ein Kind bekommen. 3. Die Kinder spielen Fußball.,"das Kind, -er",B1.pdf
B1,Kindergarten,der,anaokulu,¨-,Nomen,Morgens bringe ich meinen Sohn in den Kindergarten.,"der Kindergarten, ¨-",B1.pdf
B1,Kindheit,die,çocukluk,,Nomen,In meiner Kindheit war ich oft auf dem Land bei meinen Großeltern.,die Kindheit,B1.pdf
B1,Kino,das,sinema,-s,Nomen,Wollen wir ins Kino gehen?,"das Kino, -s",B1.pdf
B1,Kiosk,der,"büfe, kulübe",-e,Nomen,Zeitungen bekommst du am Kiosk.,"der Kiosk, -e",B1.pdf
B1,Kirche,die,kilise,-n,Nomen,Diese Kirche ist aus dem 12. Jahrhundert.,"die Kirche, -n",B1.pdf
B1,Kiste,die,"kutu, sandık","-n (A, D) → D: Kasten",Nomen,Ich habe zwei Kisten Bier gekauft.,"die Kiste, -n (A, D) → D: Kasten",B1.pdf
B1,Kissen,das,yastık,-,Nomen,Ohne Kopfkissen kann ich nicht schlafen.,"das Kissen, -",B1.pdf
B1,klagen,,"yakınmak, şikayet etmek","klagt, klagte, hat geklagt",Verb,Sie klagt über Kopfschmerzen.,"klagen, klagt, klagte, hat geklagt",B1.pdf
B1,klappen,,"yolunda gitmek, işe yaramak","klappt, klappte, hat geklappt",Verb,Wie war die Reise? – Gut. Es hat alles prima geklappt.,"klappen, klappt, klappte, hat geklappt",B1.pdf
B1,klar,,"tabii, elbette, açık",,Sonstiges,"1. Sie müssen noch mehr Deutsch lernen. – Ja, das ist mir klar. 2. Kommst du mit? – Klar! 3. Ich komme zu deinem Geburtstag, das ist doch klar. 4. Leider haben wir bei der Bahn keine klare Auskunft bekommen.",klar,B1.pdf
B1,klären,,"açıklığa kavuşturmak, çözmek","klärt, klärte, hat geklärt",Verb,"Ich hoffe, wir können dieses Problem bald klären.","klären, klärt, klärte, hat geklärt",B1.pdf
B1,klasse,,"harika, süper",,Sonstiges,Ich finde unseren Lehrer klasse.,klasse,B1.pdf
B1,Klasse,die,sınıf,-n,Nomen,"1. In der Klasse sind 24 Schülerinnen und Schüler. 2. Im Herbst komme ich in die 7. Klasse. 3. Einmal nach Frankfurt, 1. Klasse, bitte.","die Klasse, -n",B1.pdf
B1,Klassenarbeit,die,"sınav, yazılı sınav",-en (D) → A: Schularbeit,Nomen,Mein Sohn schreibt bei Klassenarbeiten immer gute Noten.,"die Klassenarbeit, -en (D) → A: Schularbeit",B1.pdf
B1,Klavier,das,piyano,-e,Nomen,Meine Tochter möchte Klavier spielen lernen.,"das Klavier, -e",B1.pdf
B1,kleben,,yapıştırmak,"klebt, klebte, hat geklebt",Verb,1. Die Briefmarke klebt nicht mehr. 2. Ich klebe Ihnen ein Pflaster darauf.,"kleben, klebt, klebte, hat geklebt",B1.pdf
B1,Kleid,das,elbise,-er,Nomen,Ich habe mir ein neues Kleid gekauft.,"das Kleid, -er",B1.pdf
B1,Kleidung,die,"giysi, kıyafet",,Nomen,Hier brauchen Sie auch im Sommer warme Kleidung.,die Kleidung,B1.pdf
B1,klein,,küçük,,Sonstiges,1. Unsere Wohnung ist klein. 2. Unser Kind ist noch klein. 3. Wir machen am Sonntag einen kleinen Ausflug.,klein,B1.pdf
B1,klettern,,tırmanmak,"klettert, kletterte, ist geklettert",Verb,Die Kinder sind auf den Baum geklettert.,"klettern, klettert, kletterte, ist geklettert",B1.pdf
B1,klicken,,tıklamak,"klickt, klickte, hat geklickt",Verb,"Wenn du die Datei öffnen willst, musst du mit der Maus zweimal klicken.","klicken, klickt, klickte, hat geklickt",B1.pdf
B1,Klick,der,"tık, tıklama",-,Nomen,"s Um das Wort zu markieren, genügt ein Doppelklick mit der linken Maustaste.","der Klick, -",B1.pdf
B1,Klima,das,iklim,,Nomen,"Alle sagen, dass sich das Klima ändert.",das Klima,B1.pdf
B1,Klimaanlage,die,klima,-n,Nomen,Im Sommer brauchen wir eine Klimaanlage.,"die Klimaanlage, -n",B1.pdf
B1,klingeln,,"çalmak, zil çalmak","klingelt, klingelte, hat geklingelt",Verb,"1. Ich glaube, es hat an der Tür geklingelt. 2. Das Telefon klingelt.","klingeln, klingelt, klingelte, hat geklingelt",B1.pdf
B1,Klingel,die,zil,-n,Nomen,Drück bitte auf die Klingel!,"die Klingel, -n",B1.pdf
B1,klingen,,"kulağa gelmek, çalmak","klingt, klang, hat geklungen",Verb,"Wollen wir einkaufen gehen und danach zusammen kochen? – Ja, das klingt gut.","klingen, klingt, klang, hat geklungen",B1.pdf
B1,Klinik,die,klinik,-en,Nomen,"Ich muss in die Klinik, um meinen kranken Onkel zu besuchen.","die Klinik, -en",B1.pdf
B1,klopfen,,"vurmak, kapıyı çalmak","klopft, klopfte, hat geklopft",Verb,1. Da klopft jemand ans Fenster. 2. Hat es nicht eben geklopft? 3. Bitte klopfen Sie an.,"klopfen, klopft, klopfte, hat geklopft",B1.pdf
B1,Kloß,der,"köfte, hamur köftesi","¨-e (D) → D, A: Knödel",Nomen,"Möchten Sie zum Fleisch Kartoffeln oder Klöße? – Klöße, bitte.","der Kloß, ¨-e (D) → D, A: Knödel",B1.pdf
B1,klug,,"akıllı, zeki",,Sonstiges,1. Ich halte sie für klug. 2. Er hat sich in der Diskussion nicht besonders klug verhalten. 3. Das ist ein kluger Hund.,klug,B1.pdf
B1,knapp,,"kıt, dar, az",,Sonstiges,1. Mach schnell. Die Zeit ist knapp. 2. Unser Geld wird knapp. Wir müssen sparen. 3. Die Fahrt war kurz. Nur knapp eine Stunde. 4. Die Wohnung hat nur knapp 30 m². 5. Der Tisch hat nur knapp 50 Euro gekostet.,knapp,B1.pdf
B1,Kneipe,die,"meyhane, bar",-n (D),Nomen,Gehen wir noch in eine Kneipe ein Bier trinken?,"die Kneipe, -n (D)",B1.pdf
B1,Knie,das,diz,-,Nomen,Ich habe mich am Knie verletzt. Jetzt kann ich nicht laufen.,"das Knie, -",B1.pdf
B1,Knochen,der,kemik,-,Nomen,Ich bin hingefallen. Jetzt tun mir alle Knochen weh.,"der Knochen, -",B1.pdf
B1,Knödel,der,"köfte, patates köftesi","- (D, A) → D: Kloß",Nomen,Möchten Sie zum Fleisch Erdäpfel oder Knödel? – Knödel bitte.,"der Knödel, - (D, A) → D: Kloß",B1.pdf
B1,Knopf,der,düğme,¨-e,Nomen,1. An meiner Jacke fehlt ein Knopf. 2. Der Fahrstuhl kommt nicht. – Sie müssen auf den Knopf drücken.,"der Knopf, ¨-e",B1.pdf
B1,kochen,,"pişirmek, yemek yapmak","kocht, kochte, hat gekocht",Verb,1. Ich koche gern. 2. Das Wasser kocht. 3. Der Reis muss etwa 20 Minuten kochen.,"kochen, kocht, kochte, hat gekocht",B1.pdf
B1,Koch,der,aşçı,¨-e,Nomen,Ein Freund von mir ist Koch in einem teuren Restaurant.,"der Koch, ¨-e",B1.pdf
B1,Köchin,die,kadın aşçı,-nen,Nomen,Ein Freund von mir ist Koch in einem teuren Restaurant.,"die Köchin, -nen",B1.pdf
B1,Koffer,der,bavul,-,Nomen,Ich habe den Koffer schon gepackt.,"der Koffer, -",B1.pdf
B1,Kollege,der,"iş arkadaşı, meslektaş",-n,Nomen,1. Ich habe guten Kontakt zu meinen Kollegen. 2. Mein neuer Kollege ist sehr nett.,"der Kollege, -n",B1.pdf
