niveau,wort,artikel,turkce,formen,typ,beispiele,eintrag,quelle
A1 (Fit in Deutsch 1),Pullover,der,kazak,-,Nomen,"Du brauchst keinen Pullover, es ist warm.","r Pullover, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),pünktlich,,"dakik, tam zamanında",,Sonstiges,Kommt bitte pünktlich!,pünktlich,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Quatsch,der,saçmalık,(Sg.),Nomen,"Ich finde, das ist Quatsch!",r Quatsch (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Quiz,das,bilgi yarışması,(Sg.),Nomen,Das ist ein Quiz für Kinder.,s Quiz (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Rad,das,"bisiklet, tekerlek","ä, -er",Nomen,Ich fahre mit dem Rad in die Schule.,"s Rad, ä, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),(s Fahrrad),,bisiklet,,Sonstiges,,(s Fahrrad),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Radiergummi,der,silgi,-s,Nomen,Gibst du mir deinen Radiergummi?,"r Radiergummi, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Radio,das,radyo,-s,Nomen,Ich habe ein neues Radio.,"s Radio, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),raten,,tahmin etmek,,Sonstiges,"Das ist ein Spiel, man muss die Städte raten.",raten,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Rätsel,das,bilmece,-,Nomen,Ich finde das Rätsel zu schwer.,"s Rätsel, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),recht haben,,haklı olmak,,Sonstiges,Du hast recht.,recht haben,A1_Fit1.pdf
A1 (Fit in Deutsch 1),rechts,,"sağda, sağa",,Sonstiges,Hier rechts ist unsere Schule.,rechts,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Regen,der,yağmur,(Sg.),Nomen,Ich mag den Regen nicht.,r Regen (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),regnen,,yağmur yağmak,,Sonstiges,Es regnet oft bei uns.,regnen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Reise,die,"yolculuk, seyahat",-n,Nomen,Wir machen eine Reise.,"e Reise, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),reiten,,at binmek,,Sonstiges,Reiten ist mein Hobby.,reiten,A1_Fit1.pdf
A1 (Fit in Deutsch 1),reparieren,,"tamir etmek, onarmak",,Sonstiges,Mein Vater kann das Fahrrad reparieren.,reparieren,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Restaurant,das,restoran,s,Nomen,Wir essen heute im Restaurant.,"s Restaurant, s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),richtig,,doğru,,Sonstiges,Die Antwort ist nicht richtig.,richtig,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Ring,der,yüzük,-e,Nomen,Sie trägt viele Ringe.,"r Ring, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Rucksack,der,sırt çantası,"ä, -e",Nomen,Der Rucksack für die Schule ist fertig.,"r Rucksack, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),ruhig,,sakin,,Sonstiges,Seid jetzt bitte ruhig!,ruhig,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Sache,die,"şey, eşya",-n,Nomen,Wo sind meine Schulsachen?/Das ist eine tolle Sache.,"e Sache, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Saft,der,meyve suyu,"ä, -e",Nomen,Möchtest du Wasser oder Saft?,"r Saft, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),sagen,,"söylemek, demek",,Sonstiges,"Eva sagt, sie kommt heute nicht.",sagen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Salat,der,salata,-e,Nomen,Am Abend gibt es immer Salat.,"r Salat, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),schade,,yazık,,Sonstiges,Du kannst nicht kommen? Das ist schade!,schade,A1_Fit1.pdf
A1 (Fit in Deutsch 1),schenken,,hediye etmek,,Sonstiges,Ich möchte Anna einen Pullover schenken.,schenken,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Schiff,das,gemi,-e,Nomen,Sie fahren mit dem Schiff.,"s Schiff, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),schlafen,,uyumak,,Sonstiges,Wo kann ich schlafen?,schlafen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),schlecht,,"kötü, fena",,Sonstiges,Mir ist so schlecht./Das Essen hier ist nicht schlecht.,schlecht,A1_Fit1.pdf
A1 (Fit in Deutsch 1),schmecken,,"tadı olmak, lezzetli olmak",,Sonstiges,Wie schmeckt der Hamburger?,schmecken,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Schmerz,der,"ağrı, acı",-en,Nomen,Ich habe Bauchschmerzen.,"r Schmerz, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),schnell,,"hızlı, çabuk",,Sonstiges,Mach schnell!,schnell,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Schokolade,die,çikolata,(Sg.),Nomen,Ich esse keine Schokolade.,e Schokolade (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),schon,,"zaten, bile",,Sonstiges,Ich habe schon sechs Computerspiele.,schon,A1_Fit1.pdf
A1 (Fit in Deutsch 1),schön,,güzel,,Sonstiges,Mein Zimmer ist sehr schön und gemütlich.,schön,A1_Fit1.pdf
A1 (Fit in Deutsch 1),schreiben,,yazmak,,Sonstiges,Erika schreibt mir jeden Tag.,schreiben,A1_Fit1.pdf
A1 (Fit in Deutsch 1),schwer,,"zor, ağır",,Sonstiges,Ich finde die Hausaufgaben sehr schwer.,schwer,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Schwimmbad,das,yüzme havuzu,"ä, -er",Nomen,Im Sommer gehen wir oft ins Schwimmbad.,"s Schwimmbad, ä, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),schwimmen,,yüzmek,,Sonstiges,Ich kann gut schwimmen.,schwimmen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),See,der,göl,-n,Nomen,Der See ist sehr groß./Wir wohnen am See./ Wir fahren zum Ammersee.,"r See, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),sehen,,görmek,,Sonstiges,Siehst du das große Haus? Da wohne ich.,sehen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),sehr,,çok,,Sonstiges,Ich liebe ihn sehr./Das ist sehr wichtig.,sehr,A1_Fit1.pdf
A1 (Fit in Deutsch 1),sein,,olmak,,Sonstiges,Ich bin 13 Jahre alt./Das ist mein Bruder./ Er ist Student./ Die Kinder sind im Garten.,sein,A1_Fit1.pdf
A1 (Fit in Deutsch 1),sein,,olmak,-e,Sonstiges,Er mag seinen Bruder sehr gern. (vergl. Grammatik),"sein, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Seite,die,sayfa,-n,Nomen,Das steht auf Seite 3.,"e Seite, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),sicher,,"emin, kesin, güvenli",,Sonstiges,Du bist sicher gut in der Schule.,sicher,A1_Fit1.pdf
A1 (Fit in Deutsch 1),sie,,"o, onlar",,Sonstiges,"Das ist Frau Meyer, sie wohnt hier.",sie,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Sie,,siz,,Sonstiges,Sind Sie der neue Lehrer?/Wie geht es Ihnen? (vergl. Grammatik),Sie,A1_Fit1.pdf
A1 (Fit in Deutsch 1),so,,"böyle, bu kadar, o kadar",,Sonstiges,Ich mache das nicht so./Das schmeckt so gut./ Sie ist so alt wie ich.,so,A1_Fit1.pdf
A1 (Fit in Deutsch 1),sofort,,"hemen, derhal",,Sonstiges,"Warte, ich komme sofort!",sofort,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Spaß,der,"eğlence, zevk",(Sg.),Nomen,Wir haben immer viel Spaß zusammen./Viel Spaß!,r Spaß (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),spät,,geç,,Sonstiges,"Mach schnell, es ist spät!/Ich komme zu spät./ Wie spät ist es?",spät,A1_Fit1.pdf
A1 (Fit in Deutsch 1),später,,daha sonra,,Sonstiges,Ich mache die Hausaufgaben später.,später,A1_Fit1.pdf
A1 (Fit in Deutsch 1),spazieren gehen,,yürüyüşe çıkmak,,Sonstiges,Wollen wir spazieren gehen?,spazieren gehen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Spiel,das,oyun,-e,Nomen,Ich kenne ein neues Spiel.,"s Spiel, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),spielen,,oynamak,,Sonstiges,Willst du mit uns spielen?,spielen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Spielplatz,der,"oyun alanı, oyun parkı","ä, -e",Nomen,Sie ist mit Ben auf dem Spielplatz.,"r Spielplatz, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Sport,der,spor,(Sg.),Nomen,Sport ist mein Hobby.,r Sport (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Sprache,die,dil,-n,Nomen,Er spricht fünf Sprachen.,"e Sprache, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),sprechen,,konuşmak,,Sonstiges,Sie spricht mit dem Lehrer.,sprechen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Stadt,die,"şehir, kent","ä, -e",Nomen,Unsere Stadt ist nicht so groß.,"e Stadt, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Strand,der,"plaj, kumsal","ä, -e",Nomen,Wir spielen am Strand.,"r Strand, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Straße,die,"sokak, cadde",-n,Nomen,Wir wohnen in der Goethe-Straße.,"e Straße, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Stück,das,parça,-e,Nomen,Willst du noch ein Stück Kuchen?,"s Stück, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),suchen,,aramak,,Sonstiges,Ich suche meinen Kugelschreiber.,suchen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Supermarkt,der,süpermarket,"ä, -e",Nomen,Wir kaufen immer im Supermarkt ein.,"r Supermarkt, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Suppe,die,çorba,-n,Nomen,Ich kann auch Suppe kochen.,"e Suppe, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),süß,,tatlı,,Sonstiges,Der Kaffee ist zu süß./Der neue Tennislehrer ist wirklich süß!,süß,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Süßigkeiten,die,"tatlılar, şekerlemeler",(Pl.),Nomen,Am liebsten esse ich Süßigkeiten.,e Süßigkeiten (Pl.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),sympathisch,,"sempatik, sevimli",,Sonstiges,Ich finde ihn sehr sympathisch.,sympathisch,A1_Fit1.pdf
A1 (Fit in Deutsch 1),tanzen,,dans etmek,,Sonstiges,Leider kann er nicht gut tanzen.,tanzen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Tasche,die,çanta,-n,Nomen,Die Tasche ist sehr schwer.,"e Tasche, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Taschengeld,das,harçlık,(Sg.),Nomen,Wie viel Taschengeld bekommst du?,s Taschengeld (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Tasse,die,fincan,-n,Nomen,Ich möchte eine Tasse Kakao.,"e Tasse, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Tee,der,çay,-s,Nomen,Am Abend trinken wir Tee.,"r Tee, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),telefonieren,,telefonla konuşmak,,Sonstiges,Ich telefoniere oft mit meiner Freundin in Frankfurt.,telefonieren,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Tennis spielen,,tenis oynamak,,Sonstiges,Er spielt gut Tennis.,Tennis spielen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),teuer,,pahalı,,Sonstiges,"Mein neues Kleid war sehr teuer, aber es ist wunderbar.",teuer,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Theater,das,tiyatro,-,Nomen,Am Sonntag waren wir im Theater.,"s Theater, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Thema,das,konu,Themen,Nomen,Wie heißt das Thema des Buchs?,"s Thema, Themen",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Tier,das,hayvan,-e,Nomen,Ich möchte ein Tier haben: eine Katze oder einen Hund.,"s Tier, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Tisch,der,masa,-e,Nomen,Am Fenster ist ein Tisch.,"r Tisch, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Toilette,die,tuvalet,-n,Nomen,Wo ist die Toilette?,"e Toilette, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),toll,,"harika, muhteşem",,Sonstiges,In den Ferien war es toll.,toll,A1_Fit1.pdf
A1 (Fit in Deutsch 1),tragen,,"taşımak, giymek",,Sonstiges,Er trägt Jeans,tragen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),traurig,,üzgün,,Sonstiges,Ich bin oft traurig.,traurig,A1_Fit1.pdf
A1 (Fit in Deutsch 1),treffen,,"buluşmak, karşılaşmak",,Sonstiges,Am Nachmittag treffe ich meine Freunde.,treffen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),trinken,,içmek,,Sonstiges,Wir trinken gern Saft.,trinken,A1_Fit1.pdf
A1 (Fit in Deutsch 1),T-Shirt,das,tişört,-s,Nomen,Wie gefällt dir mein neues T-Shirt?,"s T-Shirt, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),tschüss!,,hoşça kal!,,Sonstiges,Also bis bald - tschüss!,tschüss!,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Tür,die,kapı,-en,Nomen,Die Tür ist auf.,"e Tür, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),U-Bahn,die,metro,-en,Nomen,Wir nehmen die U-Bahn.,"e U-Bahn, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),üben,,"alıştırma yapmak, çalışmak",,Sonstiges,Ich muss jeden Tag Klavier üben.,üben,A1_Fit1.pdf
A1 (Fit in Deutsch 1),über,,"üzerinden, karşıdan karşıya",,Sonstiges,Jetzt gehen wir über die Straße.,über,A1_Fit1.pdf
A1 (Fit in Deutsch 1),überall,,her yerde,,Sonstiges,In der Altstadt gibt es überall kleine Cafés.,überall,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Uhr,die,saat,-en,Nomen,Hast du keine Uhr?/Wie viel Uhr ist es?,"e Uhr, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),um,,"saat ...'de, etrafında, çevresinde",,Sonstiges,Um 7.30 Uhr kommt der Zug.,um,A1_Fit1.pdf
A1 (Fit in Deutsch 1),und,,ve,,Sonstiges,Karl und Susanne kommen auch.,und,A1_Fit1.pdf
A1 (Fit in Deutsch 1),und so weiter,,"ve saire, vesaire",,Sonstiges,usw.,und so weiter,A1_Fit1.pdf
A1 (Fit in Deutsch 1),unser,,bizim,-e,Sonstiges,Das ist unser neues Auto. (vergl. Grammatik),"unser, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Unterricht,der,ders,(Sg.),Nomen,Der Unterricht macht mir Spaß.,r Unterricht (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),verdienen,,kazanmak,,Sonstiges,In den Ferien möchte ich ein bisschen Geld verdienen.,verdienen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),vergessen,,unutmak,,Sonstiges,Ich vergesse oft die Vokabeln.,vergessen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),verrückt,,"çılgın, deli",,Sonstiges,Ich finde die Idee verrückt. Sie trägt so verrückte Kleider.,verrückt,A1_Fit1.pdf
A1 (Fit in Deutsch 1),verstehen,,anlamak,,Sonstiges,Ich verstehe dich nicht.,verstehen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),viel,,çok,-e,Sonstiges,Hast du viele Freunde?,"viel, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),vielleicht,,belki,,Sonstiges,Kannst du mir vielleicht helfen?/Vielleicht kommt er.,vielleicht,A1_Fit1.pdf
A1 (Fit in Deutsch 1),von,,"-den/-dan, tarafından",,Sonstiges,Der Computer ist ein Geschenk von meinem Onkel./ Sie arbeitet von sieben bis neun./Er kommt von der Arbeit.,von,A1_Fit1.pdf
A1 (Fit in Deutsch 1),vor,,"önünde, önce",,Sonstiges,Ich treffe Peter vor dem Kino./Vor dem Frühstück.,vor,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Vorname,der,"ad, isim",-n,Nomen,Wie ist dein Vorname?,"r Vorname, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),vorstellen,,kendini tanıtmak,(sich),Sonstiges,Stell dich bitte vor!,vorstellen (sich),A1_Fit1.pdf
A1 (Fit in Deutsch 1),wahr,,"doğru, gerçek",,Sonstiges,"Das ist sicher nicht wahr./Das schmeckt gut, nicht wahr?",wahr,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Wald,der,orman,"ä, -er",Nomen,In Thüringen gibt es sehr viel Wald.,"r Wald, ä, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),wandern,,"yürüyüş yapmak, doğa yürüyüşüne çıkmak",,Sonstiges,Am Wochenende wandern wir zum Tüngelsee.,wandern,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wann,,ne zaman,,Sonstiges,Wann hast du Geburtstag?,wann,A1_Fit1.pdf
A1 (Fit in Deutsch 1),warm,,"sıcak, ılık",,Sonstiges,Gestern war es hier schon sehr warm.,warm,A1_Fit1.pdf
A1 (Fit in Deutsch 1),warten,,beklemek,,Sonstiges,Wartest du schon lange?,warten,A1_Fit1.pdf
A1 (Fit in Deutsch 1),warum,,"neden, niçin",,Sonstiges,Warum antwortest du nicht?,warum,A1_Fit1.pdf
A1 (Fit in Deutsch 1),was,,ne,,Sonstiges,Was kann man hier kaufen?,was,A1_Fit1.pdf
A1 (Fit in Deutsch 1),waschen,,yıkamak,,Sonstiges,Ich will meine Haare waschen.,waschen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Wasser,das,su,(Sg.),Nomen,Das Wasser ist so kalt./Gib mir bitte ein Glas Wasser.,s Wasser (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),wecken,,uyandırmak,,Sonstiges,Meine Mutter weckt mich um 7.30 Uhr.,wecken,A1_Fit1.pdf
A1 (Fit in Deutsch 1),weh tun,,"acımak, ağrımak",,Sonstiges,Mein Kopf tut so weh.,weh tun,A1_Fit1.pdf
A1 (Fit in Deutsch 1),weit,,uzak,,Sonstiges,"Wir fahren zum See, das ist nicht weit.",weit,A1_Fit1.pdf
A1 (Fit in Deutsch 1),weiter,,"daha, ileri",,Sonstiges,Lies bitte weiter.,weiter,A1_Fit1.pdf
A1 (Fit in Deutsch 1),welch-,,hangi,"-er, -e, -s",Sonstiges,Welche CD möchtest du?,"welch- , -er, -e, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),wenig,,az,e,Sonstiges,Ich habe heute wenig Zeit.,"wenig, e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),wer,,kim,,Sonstiges,Wer ist die elegante Frau?,wer,A1_Fit1.pdf
A1 (Fit in Deutsch 1),werden,,"olmak, haline gelmek",,Sonstiges,Ich möchte Architekt werden.,werden,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wichtig,,önemli,,Sonstiges,"Ich glaube, die Frage ist wichtig.",wichtig,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wie,,"nasıl, gibi",,Sonstiges,Wie heißt du?/Wie groß ist Berlin?/Wie alt ist er?/ Das ist wie im Kino!,wie,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wieder,,"tekrar, yine",,Sonstiges,Ich möchte wieder nach Deutschland fahren.,wieder,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wiederholen,,tekrarlamak,,Sonstiges,Können Sie das bitte wiederholen?,wiederholen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Wiedersehen,das,"tekrar görüşme, yeniden buluşma",-,Nomen,Auf Wiedersehen.,"s Wiedersehen, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),wie viel,,"ne kadar, kaç",,Sonstiges,Wie viel kostet das?,wie viel,A1_Fit1.pdf
A1 (Fit in Deutsch 1),willkommen,,"hoş geldin, hoş geldiniz",,Sonstiges,Willkommen bei uns!,willkommen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wir,,biz,,Sonstiges,Wir haben eine neue Lehrerin. (vergl. Grammatik),wir,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wirklich,,gerçekten,,Sonstiges,Willst du das wirklich kaufen?,wirklich,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wissen,,bilmek,,Sonstiges,Ich weiß es nicht.,wissen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wo,,nerede,,Sonstiges,Wo wohnt ihr?,wo,A1_Fit1.pdf
A1 (Fit in Deutsch 1),woher,,nereden,,Sonstiges,Woher kommt der Zug?,woher,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wohin,,nereye,,Sonstiges,Wohin fährt der Bus?,wohin,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wohnen,,"oturmak, yaşamak, ikamet etmek",,Sonstiges,Wo wohnst du?,wohnen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Wohnung,die,"daire, ev",-en,Nomen,Unsere Wohnung hat drei Zimmer.,"e Wohnung, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Wohnzimmer,das,oturma odası,-,Nomen,Ich mache die Hausaufgaben im Wohnzimmer.,"s Wohnzimmer, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),wollen,,istemek,,Sonstiges,Willst du meine Freunde kennenlernen?,wollen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Wort,das,"kelime, sözcük","ö, -er",Nomen,Wie viele Wörter hat dein Brief?,"s Wort , ö, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),wunderbar,,"harika, mükemmel",,Sonstiges,Das Essen schmeckt wunderbar.,wunderbar,A1_Fit1.pdf
A1 (Fit in Deutsch 1),wünschen,,dilemek,,Sonstiges,Ich wünsche dir schöne Ferien.,wünschen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Wurst,die,"sosis, sucuk","ü, -e",Nomen,Ich möchte eine Curry-Wurst.,"e Wurst, ü, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Zahn,der,diş,"ä, -e",Nomen,Mein Zahn tut weh.,"r Zahn, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),zeigen,,göstermek,,Sonstiges,Zeigst du mir deinen Computer?,zeigen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Zeit,die,"zaman, vakit",-en,Nomen,Wann hast du Zeit für mich?,"e Zeit, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Zeitung,die,gazete,-en,Nomen,Meine Mutter liest am Morgen die Zeitung.,"e Zeitung, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Zimmer,das,oda,-,Nomen,Mein Zimmer ist sehr klein.,"s Zimmer, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),zu,,"çok, fazla; -e, -a",,Sonstiges,zu groß/zum Frühstück/zum Zahnarzt/zur Post/ zum Geburtstag,zu,A1_Fit1.pdf
A1 (Fit in Deutsch 1),zuerst,,"önce, ilk olarak",,Sonstiges,Sagen Sie bitte zuerst den Vornamen.,zuerst,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Zug,der,tren,"ü, -e",Nomen,Wir nehmen den Zug.,"r Zug, ü, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),zum Beispiel,,örneğin,,Sonstiges,z. B.,zum Beispiel,A1_Fit1.pdf
A1 (Fit in Deutsch 1),zumachen,,kapatmak,,Sonstiges,Mach die Tür zu!,zumachen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),zusammen,,birlikte,,Sonstiges,Wir machen zusammen Hausaufgaben.,zusammen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),zu sein,,kapalı olmak,,Sonstiges,Die Bibliothek ist in den Ferien zu.,zu sein,A1_Fit1.pdf
